bankrupt,current_liability_to_current_assets,liability-assets_flag,total_expense_or_assets,cash_or_current_liability,fixed_assets_turnover_frequency,fixed_assets_to_assets,net_value_growth_rate,revenue_per_person,total_assets_to_gnp_price,quick_asset_turnover_rate,tax_rate_(a),cash_or_total_assets
0,0.0133933066151283,0,0.021203558945478,0.0145500592102375,0.0001603775226363,0.517946678186839,0.000458861178822,0.0223521290189915,0.000703130976427,7240000000.0,0.213786820528394,0.10629600428011
0,0.018802183379403,0,0.0209511938674771,0.0008509429954966,0.0001339001014463,0.353769066082734,0.0004609823013041,0.0129900268789566,0.0012253108442758,8030000000.0,0.196376151432331,0.0079912289210366
1,0.0658158530780964,0,0.0530895531056673,0.0002211740076755,0.0003843008561285,0.282042669898768,0.0004179859008739,0.0544453094017596,0.0030106087444667,5430000000.0,0.0,0.0082664170023762
1,0.124882710179452,0,0.0224017065989479,0.0004156641765213,4840000000.0,0.669737403553366,0.0004178112201989,0.012308505794398,0.0016307202591842,6420000000.0,0.0,0.0110609135539858
0,0.0826660718934626,0,0.0553442033972537,0.0008464738411299,0.0001460040654188,0.378040022461874,0.0004442129565048,0.0121851269773659,0.0152524732672987,8130000000.0,0.0,0.0230705196812938
0,0.0334418320781055,0,0.0261244867493224,0.0003863635065499,0.000500045011616,0.240775845864877,0.0004503018257474,0.0303218130810922,0.0097736768670125,5880000000.0,0.0770320882680433,0.0064300361047499
0,0.0256903594101168,0,0.0297976827489511,0.0092128570449155,0.0002284623199819,0.304841377324887,0.0004520985412616,0.0159511184877282,0.000784802349315,9980000000.0,0.0399838040287478,0.109941900294968
0,0.0270097755019044,0,0.0407011091686816,0.0004727246860561,0.0008102090884126,0.246535178369813,0.0004332579827446,0.0330097087378641,0.0051235677568077,4190000000.0,0.09383540844215,0.0096402782067215
0,0.0435699727474226,0,0.0302372731356502,0.0003541448892364,0.000170211993364,0.218217119536806,0.0004516992711473,0.0155721692639866,0.0800057949013428,3230000000.0,0.0,0.0018181743170278
0,0.047146167625873,0,0.0444451323185891,0.0027354284465611,0.0001051531870115,0.309750772641902,0.0004155653258061,0.0103638206307008,0.0075629578590871,8150000000.0,0.0,0.0346499478819115
0,0.0307111162442824,0,0.0268856659256116,0.0033286712192386,0.0001671860023708,0.362534211015486,0.0004341064317374,0.0313352819352849,0.0073075664727595,7980000000.0,0.544893207814556,0.042104212625443
0,0.0153036136264216,0,0.0227111969609883,0.0078461916760514,0.0001868549438262,0.408581394140755,0.0004481807032653,0.026544071207203,0.0045933953106662,5800000000.0,0.0,0.0551630215497877
0,0.0173900130803097,0,0.0141524170936235,0.0041850225889286,8090000000.0,0.552258080434942,0.0004433145987477,0.0228985209229911,0.0034249823452305,0.0001021656914615,0.0,0.0254344315057528
0,0.0342822550940703,0,0.0533865438419626,0.0003601673881329,0.000231488310975,0.290158934232348,0.0004632281956968,0.0266204485701276,0.007173154537515,6360000000.0,0.302560987954246,0.0042335068496626
0,0.0529894926808951,0,0.0093119115378836,0.0057674709439315,6660000000.0,0.14159093364354,0.0004615312977112,0.0157895509892337,0.0136977035540702,0.0002567235366827,0.0,0.054515238146905
0,0.0250410417826297,0,0.042633751869283,0.0042850393958995,0.0002836866556066,0.182692607961917,0.0004472074823618,0.0140387468237299,0.0026231543818233,9180000000.0,0.235752606539123,0.0496652613597867
0,0.0478205708628628,0,0.0182407389014661,0.0009355973381609,0.0002140888627645,0.533104546174003,0.0004640766446896,0.110150845291776,0.0040763083198197,3050000000.0,0.122178358133414,0.0185521711493699
0,0.0279892214352708,0,0.0848793239216107,0.0063796417146347,0.0001467605631671,0.446059811121231,0.0004517990886759,0.005278850814447,0.0015211125896995,8550000000.0,0.390120457536188,0.084808266089528
0,0.0137880446389998,0,0.0234604461974946,0.0037460933578421,8930000000.0,0.308787396718694,0.0004489293347296,0.0190209009591234,0.012883193682767,7930000000.0,0.21662111549752,0.0080478871851381
0,0.0175679084788069,0,0.0437922609862891,0.0104250347043708,0.0003684144034145,0.262170882467821,0.0004563158318435,0.0299164255394151,0.000886673592217,0.0001145037933151,0.295880149812734,0.13360493953662
0,0.0406862953931031,0,0.058327856731166,0.0032513758992362,0.0001081791780046,0.626178519118108,0.0004535958041901,0.0065978291203384,0.0016752114957129,6960000000.0,0.28100010122482,0.0513904535216174
0,0.0537930903249886,0,0.0225617309021248,0.0034215819092878,8620000000.0,0.424469763532501,0.0004491539241689,0.0141680008225254,0.0188585310063337,0.0002497808113696,0.250126531025407,0.0998626798716401
0,0.0517833863733011,0,0.0300030875201421,0.0003076468426856,0.0001535690429017,0.561131281739441,0.0004553176565579,0.0241440594568394,0.0007170984412459,8180000000.0,0.244255491446503,0.0086393366342862
0,0.0711731712247925,0,0.028967960582601,0.0012110417308458,6430000000.0,0.371978607127706,0.000432808803866,0.009329788640336,0.0053759036818032,8390000000.0,0.0,0.0141886825126497
0,0.0575078520985313,0,0.0492990795614105,0.0023837862845473,8850000000.0,0.595635711453561,0.0004458849001083,0.008007872743563,0.0010882061541666,6810000000.0,0.353983196679826,0.033585920598103
0,0.019789517257016,0,0.0249837990341245,0.011028813959627,0.0001512995496568,0.431696603138509,0.0004616061608576,0.0231452785570554,0.0007294966190284,9930000000.0,0.285453993319162,0.114842024278821
0,0.0270168068643629,0,0.0157044320013342,0.0007011915314569,0.0001679425001191,0.241062115289368,0.000459909262872,0.0134717917835583,0.0012104799055507,9660000000.0,0.273205790059723,0.0088466500588344
1,0.0864583230327093,0,0.0159791601066171,0.0003274985539086,552000000.0,0.402247745883712,0.0004010668297818,0.0255717286253543,0.0401606046098823,8250000000.0,0.0,0.0055594379197812
1,0.094806220340148,0,0.0201951921597034,0.0005341607660894,0.0002783911713686,0.25943793314364,0.000401291419221,0.0597975999882496,0.0072331919331324,6540000000.0,0.0,0.0203268528471915
1,0.06528574912897,1,0.203706253423267,0.0044373595777798,0.0006990039194148,0.222814961750776,0.000154243036018,0.0480531116431415,0.0058030372394381,7650000000.0,0.0,0.210915212093144
1,0.0833577878116932,0,0.0688995098464597,0.0013345430753119,0.0002284623199819,0.374422367534238,0.0003506340234733,0.0535728449098894,0.0010530392973282,4860000000.0,0.0,0.0499277199767246
0,0.0657727093260039,0,0.0569160807107071,0.00142119382849,0.0001460040654188,0.42955589356018,0.000448829517201,0.0126962677907848,0.0142068216123576,7000000000.0,0.0,0.0302946099444129
0,0.0415688514618489,0,0.0283363488858249,0.0007414005904965,0.0004917235363848,0.267661355066572,0.0004061076149744,0.0341436188182072,0.0110733013212587,3860000000.0,0.170968721530519,0.0160284161240692
0,0.0157941813421729,0,0.031677940455667,0.0135622955112566,0.0002322448087233,0.302931735402645,0.0004462841702226,0.0147672693623959,0.000786940249354,9660000000.0,0.495191821034518,0.0991523407279837
0,0.0198779136148233,0,0.0449725468086244,0.00235755299297,0.0008888848542342,0.23118091919769,0.000417661493906,0.0309504575297798,0.0048633533682283,3870000000.0,0.0,0.033919962536028
0,0.0401504210696358,0,0.0312041745210469,0.0004171398130177,0.0001853419483296,0.210569728284115,0.000438972536255,0.0196231070898756,0.0833005943125981,3200000000.0,0.109120356311368,0.002179609745945
0,0.0445826325410089,0,0.0405464091563107,0.002931635887161,0.0001747509798537,0.241009248289025,0.0004519488149687,0.0153812258566749,0.0086385048584751,9740000000.0,0.0,0.0414608983776166
0,0.0451088074428213,0,0.026621943688858,0.0023006685750078,0.0001354130969429,0.367042076847019,0.000436676733098,0.0290703993654804,0.0082033857083538,8470000000.0,0.0,0.0388551289895273
0,0.0155019669696945,0,0.0198792437447435,0.0107576862394538,0.0002080368807782,0.362536079863018,0.0004444874547084,0.0307477637589413,0.00512170240563,8400000000.0,0.0978844012551878,0.0919541308841451
0,0.0285515612678888,0,0.0118451280125718,0.0055018195123244,9380000000.0,0.473395734272964,0.0004326590775732,0.0219849301587768,0.003421362559416,0.0001170143088152,0.0,0.0677736233770443
0,0.0216391935093095,0,0.0500706738351159,0.0004915762974153,0.0002292188177301,0.263903376446114,0.0004459847176369,0.028741389186728,0.0076214907328087,6210000000.0,0.294867901609475,0.0042623184922592
0,0.0381892665239228,0,0.0063725285097658,0.0006524418951238,8550000000.0,0.123475576728931,0.0004473072998904,0.0165445118458352,0.0147937526406102,0.0001887278817205,0.0,0.003930077776372
0,0.023778580418216,0,0.0447355533860735,0.0032938881979588,0.0003381544934831,0.242290898554662,0.0004461344439297,0.0079608712894555,0.0038873131135158,7410000000.0,0.341937443061039,0.0359778813142956
0,0.0332785075297575,0,0.0169224623719309,0.0018676437359343,0.000298060112824,0.520139858061557,0.0004661728127895,0.123743078301485,0.0041247924464135,173000000.0,0.236157505820427,0.0271026026730716
0,0.0254236518530115,0,0.0990985334928409,0.0071792831839538,0.0001528125451534,0.506785694478557,0.0004445124090905,0.0057635533099305,0.0016079341984078,6250000000.0,0.285858892600466,0.0826483567858714
0,0.0175161923351022,0,0.0246257393167738,0.0016340644442324,8780000000.0,0.267009817377376,0.0004486049277618,0.018900459732973,0.0144061575013936,0.0001079151156434,0.281101326045146,0.0049409396300308
0,0.0138816323956799,0,0.0353978408386665,0.020037730205808,0.0005030710026091,0.198867174462328,0.0004551928846472,0.0357416682578617,0.0010394937645139,0.0001296546170068,0.265816378175929,0.240895478281917
0,0.0453152995547844,0,0.0503303622309968,0.0026051315646926,0.0001134746622426,0.579098063725606,0.0004663225390824,0.0067006448011985,0.0017445736220117,8050000000.0,0.187974491345278,0.0491026484132633
0,0.0383314202913406,0,0.0226704364623579,0.0062219717067743,0.0001028836937666,0.409813648565645,0.0004528222183437,0.0191677805032093,0.0204959257060205,0.0001778534951279,0.362992205688835,0.131184266617944
0,0.0558031560267815,0,0.0237707933130585,0.000740019742644,0.0001558385361465,0.572827458338554,0.0004663974022288,0.0271668404741272,0.0009175038979933,7190000000.0,0.130175118939164,0.0218445779043001
0,0.0788610804696488,0,0.0267637132807002,0.0006308800047778,6200000000.0,0.35106887995957,0.000429814278009,0.0084161978761217,0.0057785812734388,7920000000.0,0.0,0.0077756088570905
0,0.0391452573771008,0,0.044004248773772,0.0030942890416841,0.0001028836937666,0.556827394055984,0.0004454357212298,0.0091124069150889,0.0012082142025251,0.0001077850724991,0.265006579613321,0.0469688455291428
0,0.0097579497444604,0,0.0217959890152107,0.0320774885263855,0.0001739944821054,0.409423782589638,0.000461855704679,0.0186360765536184,0.000888599077995,0.0001036336143507,0.276343759489827,0.18405379350294
0,0.0169844288348465,0,0.0161022064711992,0.0033538595816364,0.000143734572174,0.268166657760801,0.0004592354945541,0.0125963897008064,0.001307457522238,9880000000.0,0.257212268448223,0.0230532272717297
1,0.0439461340828879,0,0.0585402234710428,0.0001299008604329,0.0012285523432139,0.0748054542115846,0.0003994697493247,0.035353906261475,0.0007143630034005,0.0001041174798327,0.0,0.0042048319372207
0,0.0474793825673258,0,0.0832843024630771,0.0024613780376704,0.0001520560474051,0.488083652706532,0.0004230765948308,0.0144999485921596,0.0109644579264098,4500000000.0,0.0,0.0339546061152227
0,0.0397357450102461,0,0.0243620354569868,0.0006970693719271,0.0005514868584993,0.258195861328976,0.0004414180657049,0.0393960313147188,0.0094598653651794,3270000000.0,0.0,0.0142183913762615
0,0.0144732916141709,0,0.031824875522636,0.0190524426901204,0.0002549397411718,0.30163429549318,0.0004470827104511,0.0162860038482441,0.0007167019738487,0.0001125198158839,0.0862435469177042,0.149971409103153
0,0.0315324524501417,0,0.0308667494289165,0.0002907738228187,0.001087843762033,0.204018070542798,0.0004314612672304,0.0393754681785468,0.0047353269472847,3310000000.0,0.0,0.0073627380299809
0,0.0427756461123543,0,0.0234880752896151,0.0007308836758071,0.0002095498762747,0.20899591588734,0.0004403949360371,0.0233979113728831,0.0792658616268878,2870000000.0,0.0518271080068833,0.0041347221379005
0,0.0652339951497784,0,0.0395481816200127,0.0027736481682863,0.0001883679393228,0.225665214574545,0.0004443626827977,0.0173405989747808,0.0084711153464397,8480000000.0,0.0,0.0594336568514564
0,0.0341153332528122,0,0.0224213823333991,0.0033323682678289,0.0001641600113777,0.3378772988803,0.000437899497823,0.0330596477828533,0.0076013057561793,7590000000.0,0.164591557849985,0.0388189655586131
0,0.0167901186783744,0,0.0213725428903225,0.0102496226641499,0.0002360272974647,0.332992698593481,0.000454818568915,0.0344667538151962,0.0057148435161953,9800000000.0,0.0,0.106420828741333
0,0.0312741262568302,0,0.0137134050977655,0.0034827601673188,0.000159621024888,0.393824615545624,0.000431386404084,0.0291379639557599,0.0026131152176113,0.0001040127464938,0.0,0.0566371873176146
0,0.0229053215560397,0,0.0511538973563232,0.0006405521968064,0.0003169725565311,0.220262981745349,0.0004525726745223,0.0307272006227693,0.0067177476627087,5820000000.0,0.229982791780545,0.0064496913469873
0,0.0350027603118034,0,0.0135961352908076,0.0012159292338624,0.0001270916217117,0.0741588319323161,0.0004471076648333,0.0144323840018801,0.0132818560562221,0.0001725620191544,0.0048587913756453,0.0072339856843143
0,0.0260947413441181,0,0.0454526891637444,0.002938003398844,0.0002995731083206,0.254874813889543,0.0004377996802944,0.0088157102360354,0.0030555181320898,497000000.0,0.124607753821237,0.0359584464223075
0,0.0279363844943964,0,0.0147219506237197,0.0028935137134048,0.0004493596624809,0.472469472897266,0.0004400954834514,0.199726804048,0.0036927209876016,1180000000.0,0.162769511084118,0.0339771021806741
0,0.0320170745406936,0,0.0941186978392043,0.006775414636085,0.0001354130969429,0.550074386330286,0.0004650997743574,0.0062247550783602,0.0017182050787812,5570000000.0,0.142322097378277,0.0890594676292099
0,0.0154883171726132,0,0.0279158701574257,0.0036364048057755,953000000.0,0.26234609441383,0.0004694917456144,0.0193234728199404,0.0111407856446073,840000000.0,0.642980058710396,0.0086181547603217
0,0.0146857601261439,0,0.0327664656349951,0.0051853811880874,0.0006347016108106,0.193900563897728,0.0004263955276556,0.0402391198977718,0.0008540550105087,8720000000.0,0.191213685595708,0.0597574146477462
0,0.0400054622172044,0,0.0470413262706663,0.0023246875665542,0.0001550820383983,0.438878894130207,0.0004551928846472,0.0054169175858878,0.001733461086003,8160000000.0,0.26328575766778,0.042962937886979
0,0.035018717976194,0,0.0234262422136359,0.0081637791814307,0.0001354130969429,0.340967184653074,0.0004555672003793,0.0219261783411424,0.0190714734995081,0.0001667323380795,0.0,0.151494275666079
0,0.0484676827350302,0,0.0261869200750606,0.0011674620980019,0.0002072803830299,0.529700633063888,0.0004714880961857,0.0332006521451757,0.0008054721335691,648000000.0,0.19516145358842,0.0324572504611595
0,0.0663484803182051,0,0.0234930467426638,0.0011936396784184,6280000000.0,0.377650441616833,0.0004352044245516,0.0080372486523801,0.0054767710233478,7330000000.0,0.0066808381415123,0.0117554100797183
0,0.0307687263485128,0,0.0456859491604649,0.0075796976009932,0.000122552635222,0.525912915076977,0.0004598343997255,0.0104401979936254,0.0010416815411684,8700000000.0,0.237473428484664,0.0853235150324652
0,0.0120107776687537,0,0.0160838650979592,0.025052936027897,0.0001770204730985,0.315369647153197,0.0004664473109931,0.0164681344829106,0.0011104293893681,0.000109662255958,0.206498633464926,0.142006336321709
0,0.0182749741128394,0,0.0155708927757513,0.0033402545353197,0.0001376825901877,0.241958845981421,0.0004439634126834,0.0106722676732811,0.0012293219122393,0.0001244470019049,0.22735094645207,0.0279132791502466
1,0.0487365667821687,0,0.0253923133901088,0.0003447470362965,0.0001800464640917,0.393632716206475,0.000473833808107,0.0121469382959035,0.0019317660589571,6780000000.0,0.262273509464521,0.0089675658456349
1,0.078173592922719,0,0.0066089176202808,0.001045663179344,4090000000.0,0.669046743002893,0.0004330084389232,0.0492457735411189,0.0612896737937735,6730000000.0,0.0,0.012239141026997
0,0.0395989978705966,0,0.01071587618692,0.0024720082012767,6660000000.0,0.408829668830837,0.0004773024672247,0.0323370004259507,0.181629995339401,7030000000.0,0.0,0.0171148773232588
0,0.0401027349165711,0,0.0136766610302499,0.00164417954679,0.0001104486712495,0.344630158875099,0.0004846141011923,0.0178811156970169,0.257583991137389,7220000000.0,0.0,0.0167816128262133
0,0.0418386661061421,0,0.0184906047120199,0.0045113761201144,0.000303355597062,0.097806520944384,0.0004334077090374,0.0309181440300809,0.0157847731192576,9590000000.0,0.0,0.0349549058469318
0,0.0566947006774948,0,0.0258638369479296,0.0007148998387112,0.0001460040654188,0.365258121894637,0.0004210552898773,0.0186742652350807,0.0117437030188527,8030000000.0,0.0,0.0134443088604877
0,0.0279849059985254,0,0.0241011405648932,0.0015198696035026,0.0001482735586637,0.449118617618625,0.0004478063875332,0.0119589324794736,0.0049745703261433,9050000000.0,0.0,0.0231034219285185
0,0.0104356256293271,0,0.0168229892062369,0.0083402144843001,0.0002541832434235,0.204658121379748,0.0004240747701164,0.0305538827607479,0.0046320706611167,0.0001110809856705,0.0,0.0339306037580672
0,0.0133588184732413,0,0.0178737690635366,0.0109180551392273,0.0001603775226363,0.474853166746544,0.000448654836526,0.0280774936474597,0.0052328012638355,5780000000.0,0.0711610486891386,0.0539788514000531
0,0.0292245400012333,0,0.0102927902505756,0.0009732626104444,0.0003290765205037,0.2198969407344,0.0004584868630899,0.114733487067256,0.0090742559532458,5890000000.0,0.282518473529709,0.0101864157346052
0,0.0188595200650251,0,0.0307998847395035,0.0033500684828131,0.0002708261938858,0.399760515401744,0.0004268946152985,0.0866442430562696,0.005347517191506,2570000000.0,0.28525154367851,0.0273089386465139
0,0.0302260027306504,0,0.0216547026408671,0.0095860138195445,0.0001323871059497,0.41210404260379,0.0005030054808307,0.0683048631817047,0.0185220868679373,8260000000.0,0.0,0.0764039618111503
0,0.0270243244396094,0,0.0123001349332075,0.0044446945632231,0.0001717249888605,0.104811869575691,0.0004542446181258,0.032375189107413,0.0157891624438262,0.0002332928117502,0.0,0.0358088173030216
0,0.0289544700039246,0,0.0208006077808644,0.006874663359676,0.0001823159573365,0.256412398124204,0.0004311618146447,0.0113273504399042,0.0056324085097255,0.0001686284153279,0.210851300738941,0.115407970729116
0,0.0858457264738595,0,0.0422256961636948,0.0013720193726955,0.0001066661825081,0.445540371716316,0.0003691002662582,0.0078228045180147,0.0022055161985774,7760000000.0,0.0,0.0358706057729273
0,0.052088237067973,0,0.0338346163682607,0.0022265147076739,0.0001180136487323,0.406684515961609,0.0004205562022345,0.011579983255732,0.0101215368646074,0.0001038884775288,0.0,0.0384374341869599
0,0.0299185346188753,0,0.0172022946313051,0.0073099094553884,0.0001626470158811,0.457496849127193,0.0004264953451842,0.015463478401363,0.0049193120719773,3880000000.0,0.0,0.0697379192893897
0,0.0217136096790725,0,0.0248948233720334,0.0029253177518503,0.000138439087936,0.452707286297471,0.0004399956659229,0.0054110424041243,0.0012904791256021,0.0001061578939411,0.17694098592975,0.030617236609423
0,0.0206179764680446,0,0.0210262537167504,0.028463810376455,0.0002360272974647,0.249341017913171,0.0005827846405378,0.0086893938281215,0.0014616119614673,0.0002536385465855,0.226136248608159,0.521109465177616
0,0.0036883984737703,0,0.0078071055096353,0.0294521631135996,5900000000.0,0.542852816481747,0.0004911022405491,0.0103109439948298,0.0017637858958666,0.0003342650202513,0.103350541552789,0.050045616400109
0,0.0472036667070532,0,0.0109003192228867,0.0007558516419772,7410000000.0,0.422377361958295,0.0005168052541551,0.024440756135893,0.18780179876831,5160000000.0,0.0,0.0085793685964402
0,0.0566404647001047,0,0.0160507617976744,0.0029213135826128,0.0001270916217117,0.202766236091771,0.0005143597247052,0.010872023853238,0.0085394002770455,0.0001435247249478,0.0,0.0521065488917862
0,0.0197922833865733,0,0.0177444451271904,0.0144187919009649,0.0001573515316431,0.543800234368564,0.0004827674769138,0.0207658299428639,0.000777785984455,9910000000.0,0.106792185443871,0.163039860328407
0,0.0363385890190158,0,0.0318092295667805,0.0028609018534126,0.0002579657321649,0.431902180499398,0.0004608575293933,0.0160656845321152,0.001056600296064,7950000000.0,0.181394878024092,0.0628535435706136
0,0.015586977562719,0,0.0207070852703722,0.0028169792286963,0.0001399520834326,0.354014083461446,0.0004652994094146,0.0161479370768033,0.001059182119436,0.0001147917115186,0.226136248608159,0.0303400280857976
0,0.0234050320686708,0,0.0362166689458203,0.0023528405905008,0.0002700696961375,0.358509136994971,0.0004985136920452,0.0116710485730652,0.0006046240886751,8030000000.0,0.126328575766778,0.0418129423659086
0,0.037000452592038,0,0.0408500386201227,0.0051945438765811,0.0003646319146731,0.354694819181491,0.0004429652373977,0.018900459732973,0.0009664263858892,4410000000.0,0.0,0.105382957597117
1,0.0571534386203858,0,0.021642350224296,0.0006462449563633,0.000111961666746,0.427835710834537,0.0004250729454021,0.0120206218879897,0.0028079425161369,5140000000.0,0.0,0.0118391149244195
0,0.0262103218418546,0,0.0095633167579068,0.001112872000496,0.0001028836937666,0.351030133140583,0.0004732848116999,0.0535082179104916,0.214226185424942,0.0001005114796861,0.0044538920943415,0.0081152578613592
0,0.0241727628885876,0,0.01089148880031,0.0010448599825815,0.0001202831419772,0.304705400846225,0.0004640267359253,0.0234361000543454,0.315519830476278,7830000000.0,0.048790363397105,0.0064284834829933
0,0.0172118892567561,0,0.0107559785967071,0.006059209714368,0.0003608494259316,0.0892709715241398,0.0004624047010861,0.0408912650735132,0.0161845798544149,0.0001559969292318,0.0599250936329588,0.0356900858086924
0,0.0238731341241273,0,0.0157714957423109,0.0015129880995236,0.0001528125451534,0.382564518866969,0.0004491539241689,0.0194145381372736,0.0097802026506504,7560000000.0,0.0,0.0125981288731451
0,0.0190256103046815,0,0.0152866680344947,0.0142680310291974,0.0001959329168056,0.2696375172169,0.0004671959424573,0.0131868454680317,0.0071212332103601,0.0001603841123716,0.0152849478692175,0.169365647035212
0,0.0212477412807812,0,0.0118007509269297,0.0008944396737031,0.0004622201242018,0.101500053767849,0.0004482555664118,0.0369519557011295,0.0055885935698099,0.0001490481903357,0.143334345581537,0.0088882194158648
0,0.0171047936469383,0,0.0180064008538568,0.0027630864048495,0.0002360272974647,0.333296414727272,0.0004393468519872,0.0362410587077538,0.0067286643670088,8710000000.0,0.0,0.0258390736635528
0,0.0416518719180039,0,0.0112227740512044,0.0006611297076684,0.0004902105408883,0.143827144533329,0.0004614564345647,0.12966819910991,0.0103131175256766,7310000000.0,0.319060633667375,0.0107593083027586
0,0.0149581691551269,0,0.0242885875578402,0.0067846257876533,0.0004599506309569,0.282229209602208,0.0004682939352716,0.135546318464227,0.0067788402929678,6290000000.0,0.250328980666059,0.0715172565924786
